Deal ID,Company ID,Primary Industry Sector,Primary Industry Group,Primary Industry Code,All Industries,Verticals,Keywords,Current Financing Status,Current Business Status,Universe,CEO PBId,CEO Education,Deal No.,Deal ID.1,Deal Date,Deal Size,Deal Size Status,Pre-money Valuation,Post Valuation,% Acquired,Raised to Date,VC Round,Price per Share,Series,Deal Type,Deal Class,Total Invested Equity,Deal Status,Business Status,Financing Status,# Investors,# New Investors,# Follow-on Investors,Current Employees,Native Currency of Deal,HQ Location,HQ Global Region,HQ Global Sub Region,Company City,Company Country,Year Founded
105390-55T,225540-19,Information Technology,Software,Business/Productivity Software,"Application Software, Business/Productivity Software*, Software Development Applications","CloudTech & DevOps, Marketing Tech, Mobile, SaaS, TMT","app developer, mobile shopping experience, native apps, retail technology, social media application, software development",Venture Capital-Backed,Generating Revenue,Venture Capital,93878-83P,"University of Nottingham, BS (Bachelor of Science), 2007, Economics",5,105390-55T,12/5/2017,17.205997603355303,Estimated,-1.0,-1.0,0.0,5.16,No Round,0.0,No Categorization,Accelerator/Incubator,Other,18.2029600523903,Completed,Generating Revenue,Venture Capital-Backed,1.0,1.0,0,40.0,British Pounds (GBP),"London, United Kingdom",Europe,Western Europe,London,United Kingdom,2013.0
101237-68T,225685-36,Information Technology,Software,Business/Productivity Software,Business/Productivity Software*,"CloudTech & DevOps, Mobile, TMT","mobile software, software development, web software",Formerly VC-backed,Out of Business,Venture Capital,179447-32P,,1,101237-68T,9/22/2017,0.58,Actual,-1.0,-1.0,0.0,0.58,1st Round,0.0,No Categorization,Early Stage VC,Venture Capital,0.58,Completed,Generating Revenue,Venture Capital-Backed,1.0,1.0,0,40.0,Hungarian Forint (HUF),"Budapest, Hungary",Europe,Eastern Europe,Budapest,Hungary,2016.0
101413-81T,225828-28,Information Technology,Software,Software Development Applications,Software Development Applications*,"CloudTech & DevOps, Mobile","app creation, app creation platform, app creation tools, automated application, software development",Venture Capital-Backed,Generating Revenue,Venture Capital,117006-04P,"Vanderbilt University, Degree, 2015, Mechanical Engineering & Economics",1,101413-81T,1/1/2016,0.12,Actual,1.59,1.71,7.0,0.12,No Round,0.0,No Categorization,Accelerator/Incubator,Other,0.12,Completed,Generating Revenue,Accelerator/Incubator Backed,1.0,1.0,0,6.0,US Dollars (USD),"Washington, DC",Americas,North America,Washington,United States,2015.0
101413-00T,225828-28,Information Technology,Software,Software Development Applications,Software Development Applications*,"CloudTech & DevOps, Mobile","app creation, app creation platform, app creation tools, automated application, software development",Venture Capital-Backed,Generating Revenue,Venture Capital,117006-04P,"Vanderbilt University, Degree, 2015, Mechanical Engineering & Economics",4,101413-00T,11/9/2018,1.6,Actual,-1.0,-1.0,0.0,1.72,1st Round,0.0,No Categorization,Seed Round,Venture Capital,18.2029600523903,Completed,Generating Revenue,Venture Capital-Backed,4.0,4.0,0,6.0,US Dollars (USD),"Washington, DC",Americas,North America,Washington,United States,2015.0
104572-36T,225828-28,Information Technology,Software,Software Development Applications,Software Development Applications*,"CloudTech & DevOps, Mobile","app creation, app creation platform, app creation tools, automated application, software development",Venture Capital-Backed,Generating Revenue,Venture Capital,117006-04P,"Vanderbilt University, Degree, 2015, Mechanical Engineering & Economics",3,104572-36T,4/16/2018,17.205997603355303,Estimated,-1.0,-1.0,0.0,0.12,No Round,0.0,No Categorization,Accelerator/Incubator,Other,18.2029600523903,Completed,Generating Revenue,Accelerator/Incubator Backed,1.0,1.0,0,6.0,US Dollars (USD),"Washington, DC",Americas,North America,Washington,United States,2015.0
113843-71T,225828-28,Information Technology,Software,Software Development Applications,Software Development Applications*,"CloudTech & DevOps, Mobile","app creation, app creation platform, app creation tools, automated application, software development",Venture Capital-Backed,Generating Revenue,Venture Capital,117006-04P,"Vanderbilt University, Degree, 2015, Mechanical Engineering & Economics",2,113843-71T,1/1/2017,17.205997603355303,Estimated,-1.0,-1.0,0.0,0.12,No Round,0.0,No Categorization,Accelerator/Incubator,Other,18.2029600523903,Completed,Generating Revenue,Accelerator/Incubator Backed,1.0,1.0,0,6.0,US Dollars (USD),"Washington, DC",Americas,North America,Washington,United States,2015.0
101608-03T,225961-48,Information Technology,Software,Application Software,"Application Software*, Automotive, Social/Platform Software","CloudTech & DevOps, Industrials, Mobility Tech, TMT","application developer, application software developer, cab hailing services, car pooling, car rental, car rental application, mobility tech",Private Equity-Backed,Generating Revenue,"Private Equity, Venture Capital",179985-16P,Degree,1,101608-03T,7/1/2015,17.205997603355303,Estimated,-1.0,-1.0,0.0,36.71123722431411,Angel,0.0,No Categorization,Angel (individual),Individual,18.2029600523903,Completed,Startup,Angel-Backed,0.0,0.0,0,40.0,South-Korean Won (KRW),"Seongnam-si, South Korea",Asia,East Asia,Seongnam-si,South Korea,2014.0
101608-30T,225961-48,Information Technology,Software,Application Software,"Application Software*, Automotive, Social/Platform Software","CloudTech & DevOps, Industrials, Mobility Tech, TMT","application developer, application software developer, cab hailing services, car pooling, car rental, car rental application, mobility tech",Private Equity-Backed,Generating Revenue,"Private Equity, Venture Capital",179985-16P,Degree,2,101608-30T,10/1/2016,17.205997603355303,Actual,-1.0,-1.0,0.0,36.71123722431411,Angel,0.0,No Categorization,Angel (individual),Individual,18.2029600523903,Completed,Generating Revenue,Angel-Backed,0.0,0.0,0,40.0,South-Korean Won (KRW),"Seongnam-si, South Korea",Asia,East Asia,Seongnam-si,South Korea,2014.0
101608-66T,225961-48,Information Technology,Software,Application Software,"Application Software*, Automotive, Social/Platform Software","CloudTech & DevOps, Industrials, Mobility Tech, TMT","application developer, application software developer, cab hailing services, car pooling, car rental, car rental application, mobility tech",Private Equity-Backed,Generating Revenue,"Private Equity, Venture Capital",179985-16P,Degree,3,101608-66T,12/1/2016,4.27,Actual,-1.0,-1.0,0.0,4.27,1st Round,0.0,No Categorization,Early Stage VC,Venture Capital,4.27,Completed,Generating Revenue,Venture Capital-Backed,3.0,3.0,0,40.0,South-Korean Won (KRW),"Seongnam-si, South Korea",Asia,East Asia,Seongnam-si,South Korea,2014.0
101609-83T,225961-48,Information Technology,Software,Application Software,"Application Software*, Automotive, Social/Platform Software","CloudTech & DevOps, Industrials, Mobility Tech, TMT","application developer, application software developer, cab hailing services, car pooling, car rental, car rental application, mobility tech",Private Equity-Backed,Generating Revenue,"Private Equity, Venture Capital",179985-16P,Degree,4,101609-83T,8/1/2017,8.8,Actual,-1.0,-1.0,0.0,13.08,2nd Round,0.0,No Categorization,Early Stage VC,Venture Capital,8.8,Completed,Generating Revenue,Venture Capital-Backed,4.0,1.0,3,40.0,South-Korean Won (KRW),"Seongnam-si, South Korea",Asia,East Asia,Seongnam-si,South Korea,2014.0
101730-07T,226031-32,Business Products and Services (B2B),Commercial Services,Logistics,"Business/Productivity Software, Logistics*","Industrials, Supply Chain Tech, TMT","automated software tools, logistics platform, logistics service, logistics service provider, logistics service software, shipment service",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",180137-71P,,1,101730-07T,8/25/2017,2.5,Estimated,8.75,11.25,22.22,2.5,1st Round,0.59,No Categorization,Seed Round,Venture Capital,2.5,Completed,Generating Revenue,Venture Capital-Backed,2.0,2.0,0,162.0,US Dollars (USD),"Carlsbad, CA",Americas,North America,Carlsbad,United States,2014.0
113784-85T,226031-32,Business Products and Services (B2B),Commercial Services,Logistics,"Business/Productivity Software, Logistics*","Industrials, Supply Chain Tech, TMT","automated software tools, logistics platform, logistics service, logistics service provider, logistics service software, shipment service",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",180137-71P,,4,113784-85T,7/1/2019,20.0,Actual,80.0,100.0,20.0,30.5,3rd Round,2.69,Series B,Early Stage VC,Venture Capital,20.0,Completed,Generating Revenue,Venture Capital-Backed,8.0,3.0,5,162.0,US Dollars (USD),"Carlsbad, CA",Americas,North America,Carlsbad,United States,2014.0
108201-70T,226031-32,Business Products and Services (B2B),Commercial Services,Logistics,"Business/Productivity Software, Logistics*","Industrials, Supply Chain Tech, TMT","automated software tools, logistics platform, logistics service, logistics service provider, logistics service software, shipment service",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",180137-71P,,3,108201-70T,8/13/2018,8.0,Actual,12.5,20.5,37.5,10.5,2nd Round,0.7,Series A,Early Stage VC,Venture Capital,8.0,Completed,Generating Revenue,Venture Capital-Backed,5.0,3.0,2,162.0,US Dollars (USD),"Carlsbad, CA",Americas,North America,Carlsbad,United States,2014.0
101730-25T,226031-32,Business Products and Services (B2B),Commercial Services,Logistics,"Business/Productivity Software, Logistics*","Industrials, Supply Chain Tech, TMT","automated software tools, logistics platform, logistics service, logistics service provider, logistics service software, shipment service",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",180137-71P,,2,101730-25T,9/11/2017,17.205997603355303,Estimated,-1.0,-1.0,0.0,2.5,No Round,0.0,No Categorization,Accelerator/Incubator,Other,18.2029600523903,Completed,Generating Revenue,Venture Capital-Backed,1.0,1.0,0,162.0,US Dollars (USD),"Carlsbad, CA",Americas,North America,Carlsbad,United States,2014.0
111847-06T,226069-30,Information Technology,Software,Business/Productivity Software,"Automation/Workflow Software, Business/Productivity Software*","Artificial Intelligence & Machine Learning, Big Data, CloudTech & DevOps, SaaS","automated testing, automated testing software, automation services, cloudtech and devops, functional testing",Venture Capital-Backed,Generating Revenue,Venture Capital,42751-27P,"Northeastern University, BS (Bachelor of Science), 2003, Business Administration; Northwestern University (Kellogg), MBA (Master of Business Administration), 2010, Management and Strategy, Marketing",2,111847-06T,9/18/2018,20.0,Actual,85.0,105.0,19.05,30.0,2nd Round,4.38,Series B,Early Stage VC,Venture Capital,20.0,Completed,Generating Revenue,Venture Capital-Backed,3.0,1.0,2,62.0,US Dollars (USD),"Boston, MA",Americas,North America,Boston,United States,2017.0
101799-37T,226069-30,Information Technology,Software,Business/Productivity Software,"Automation/Workflow Software, Business/Productivity Software*","Artificial Intelligence & Machine Learning, Big Data, CloudTech & DevOps, SaaS","automated testing, automated testing software, automation services, cloudtech and devops, functional testing",Venture Capital-Backed,Generating Revenue,Venture Capital,42751-27P,"Northeastern University, BS (Bachelor of Science), 2003, Business Administration; Northwestern University (Kellogg), MBA (Master of Business Administration), 2010, Management and Strategy, Marketing",1,101799-37T,2/21/2018,10.0,Actual,25.0,35.0,28.57,10.0,1st Round,1.9,Series A,Early Stage VC,Venture Capital,10.0,Completed,Generating Revenue,Venture Capital-Backed,2.0,2.0,0,62.0,US Dollars (USD),"Boston, MA",Americas,North America,Boston,United States,2017.0
137091-16T,226069-30,Information Technology,Software,Business/Productivity Software,"Automation/Workflow Software, Business/Productivity Software*","Artificial Intelligence & Machine Learning, Big Data, CloudTech & DevOps, SaaS","automated testing, automated testing software, automation services, cloudtech and devops, functional testing",Venture Capital-Backed,Generating Revenue,Venture Capital,42751-27P,"Northeastern University, BS (Bachelor of Science), 2003, Business Administration; Northwestern University (Kellogg), MBA (Master of Business Administration), 2010, Management and Strategy, Marketing",3,137091-16T,5/26/2020,6.1,Actual,-1.0,-1.0,0.0,36.1,3rd Round,0.0,No Categorization,Early Stage VC,Venture Capital,6.1,Completed,Generating Revenue,Venture Capital-Backed,2.0,1.0,1,62.0,US Dollars (USD),"Boston, MA",Americas,North America,Boston,United States,2017.0
104740-21T,226102-06,Information Technology,Software,Software Development Applications,Software Development Applications*,"CloudTech & DevOps, Internet of Things, Mobile, TMT","application development, chatbot development, digital workspace, low coding / no coding, multi experiance development",Angel-Backed,Generating Revenue,Pre-venture,184055-59P,"Degree, Engineering",2,104740-21T,2/22/2018,0.5,Actual,-1.0,-1.0,0.0,1.0,Angel,0.0,No Categorization,Angel (individual),Individual,0.5,Completed,Generating Revenue,Angel-Backed,1.0,0.0,1,40.0,US Dollars (USD),"Mumbai, India",Asia,South Asia,Mumbai,India,2007.0
155398-15T,226116-19,Information Technology,Software,Educational Software,"Application Software, Educational Software*","CloudTech & DevOps, EdTech, Mobile, TMT","digital education, digital entertainment, education, ios platform development, it education",Formerly VC-backed,Generating Revenue,Venture Capital,239675-05P,,1,155398-15T,3/21/2015,9.59,Actual,-1.0,-1.0,0.0,9.59,1st Round,0.0,Series A,Early Stage VC,Venture Capital,9.59,Completed,Generating Revenue,Venture Capital-Backed,0.0,0.0,0,40.0,Chinese Yuan RMB (CNY),"Beijing, China",Asia,East Asia,Beijing,China,2012.0
155398-24T,226116-19,Information Technology,Software,Educational Software,"Application Software, Educational Software*","CloudTech & DevOps, EdTech, Mobile, TMT","digital education, digital entertainment, education, ios platform development, it education",Formerly VC-backed,Generating Revenue,Venture Capital,239675-05P,,2,155398-24T,12/4/2015,23.53,Actual,-1.0,-1.0,0.0,33.12,2nd Round,0.0,Series B,Early Stage VC,Venture Capital,23.53,Completed,Generating Revenue,Venture Capital-Backed,0.0,0.0,0,40.0,Chinese Yuan RMB (CNY),"Beijing, China",Asia,East Asia,Beijing,China,2012.0
155398-51T,226116-19,Information Technology,Software,Educational Software,"Application Software, Educational Software*","CloudTech & DevOps, EdTech, Mobile, TMT","digital education, digital entertainment, education, ios platform development, it education",Formerly VC-backed,Generating Revenue,Venture Capital,239675-05P,,3,155398-51T,12/1/2016,29.2,Actual,-1.0,-1.0,0.0,62.32,3rd Round,0.0,Series C,Later Stage VC,Venture Capital,29.2,Completed,Generating Revenue,Venture Capital-Backed,0.0,0.0,0,40.0,Chinese Yuan RMB (CNY),"Beijing, China",Asia,East Asia,Beijing,China,2012.0
155398-60T,226116-19,Information Technology,Software,Educational Software,"Application Software, Educational Software*","CloudTech & DevOps, EdTech, Mobile, TMT","digital education, digital entertainment, education, ios platform development, it education",Formerly VC-backed,Generating Revenue,Venture Capital,239675-05P,,4,155398-60T,1/23/2017,43.41,Actual,-1.0,-1.0,0.0,105.73,4th Round,0.0,Series C1,Later Stage VC,Venture Capital,43.41,Completed,Generating Revenue,Venture Capital-Backed,0.0,0.0,0,40.0,Chinese Yuan RMB (CNY),"Beijing, China",Asia,East Asia,Beijing,China,2012.0
101998-18T,226207-72,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, IT Consulting and Outsourcing","CloudTech & DevOps, Marketing Tech, Mobile, SaaS","business analysis software, crm implementation, crm implementation software, it outsourcing, technology service provider, technology services",Private Equity-Backed,Generating Revenue,"Private Equity, Venture Capital",180483-31P,,1,101998-18T,2/26/2018,17.205997603355303,Estimated,-1.0,-1.0,0.0,36.71123722431411,1st Round,0.0,No Categorization,Later Stage VC,Venture Capital,18.2029600523903,Completed,Generating Revenue,Venture Capital-Backed,1.0,1.0,0,400.0,US Dollars (USD),"Rochelle Park, NJ",Americas,North America,Rochelle Park,United States,2004.0
102098-53T,226271-62,Information Technology,Software,Network Management Software,"Business/Productivity Software, Network Management Software*","CloudTech & DevOps, SaaS, TMT","api access, api credentials, api security, credentialing security, credentials, encrypted configuration",Venture Capital-Backed,Generating Revenue,Venture Capital,180645-22P,,1,102098-53T,3/20/2018,0.12,Actual,1.59,1.71,7.0,0.12,No Round,0.0,No Categorization,Accelerator/Incubator,Other,0.12,Completed,Generating Revenue,Accelerator/Incubator Backed,1.0,1.0,0,40.0,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,United States,2017.0
120035-80T,226271-62,Information Technology,Software,Network Management Software,"Business/Productivity Software, Network Management Software*","CloudTech & DevOps, SaaS, TMT","api access, api credentials, api security, credentialing security, credentials, encrypted configuration",Venture Capital-Backed,Generating Revenue,Venture Capital,180645-22P,,2,120035-80T,4/12/2018,17.205997603355303,Estimated,-1.0,-1.0,0.0,0.12,1st Round,0.0,No Categorization,Early Stage VC,Venture Capital,18.2029600523903,Completed,Generating Revenue,Venture Capital-Backed,1.0,1.0,0,40.0,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,United States,2017.0
102140-65T,226304-92,Information Technology,IT Services,Systems and Information Management,"Business/Productivity Software, Systems and Information Management*","CloudTech & DevOps, SaaS","cloud deployment, coding building, devops platform, microservice development, microservices deployment",Venture Capital-Backed,Generating Revenue,Venture Capital,86221-99P,"New York University, BS (Bachelor of Science), 2012, Business and Technology",1,102140-65T,1/1/2015,0.11,Actual,-1.0,-1.0,0.0,0.11,No Round,0.0,No Categorization,Accelerator/Incubator,Other,0.11,Completed,Generating Revenue,Accelerator/Incubator Backed,1.0,1.0,0,40.0,US Dollars (USD),"New York, NY",Americas,North America,New York,United States,2013.0
109164-88T,226304-92,Information Technology,IT Services,Systems and Information Management,"Business/Productivity Software, Systems and Information Management*","CloudTech & DevOps, SaaS","cloud deployment, coding building, devops platform, microservice development, microservices deployment",Venture Capital-Backed,Generating Revenue,Venture Capital,86221-99P,"New York University, BS (Bachelor of Science), 2012, Business and Technology",3,109164-88T,3/31/2020,1.5,Actual,-1.0,-1.0,0.0,1.61,1st Round,0.0,No Categorization,Early Stage VC,Venture Capital,1.5,Completed,Generating Revenue,Venture Capital-Backed,7.0,7.0,0,40.0,US Dollars (USD),"New York, NY",Americas,North America,New York,United States,2013.0
134431-66T,226304-92,Information Technology,IT Services,Systems and Information Management,"Business/Productivity Software, Systems and Information Management*","CloudTech & DevOps, SaaS","cloud deployment, coding building, devops platform, microservice development, microservices deployment",Venture Capital-Backed,Generating Revenue,Venture Capital,86221-99P,"New York University, BS (Bachelor of Science), 2012, Business and Technology",2,134431-66T,8/7/2018,17.205997603355303,Estimated,-1.0,-1.0,3.0,0.11,No Round,0.0,No Categorization,Accelerator/Incubator,Other,18.2029600523903,Completed,Generating Revenue,Accelerator/Incubator Backed,1.0,1.0,0,40.0,US Dollars (USD),"New York, NY",Americas,North America,New York,United States,2013.0
140673-88T,226304-92,Information Technology,IT Services,Systems and Information Management,"Business/Productivity Software, Systems and Information Management*","CloudTech & DevOps, SaaS","cloud deployment, coding building, devops platform, microservice development, microservices deployment",Venture Capital-Backed,Generating Revenue,Venture Capital,86221-99P,"New York University, BS (Bachelor of Science), 2012, Business and Technology",4,140673-88T,5/19/2020,17.205997603355303,Estimated,-1.0,-1.0,0.0,1.61,No Round,0.0,No Categorization,Accelerator/Incubator,Other,18.2029600523903,Completed,Generating Revenue,Venture Capital-Backed,1.0,1.0,0,40.0,US Dollars (USD),"New York, NY",Americas,North America,New York,United States,2013.0
102445-57T,226538-20,Information Technology,Software,Software Development Applications,"Other Commercial Services, Software Development Applications*","CloudTech & DevOps, TMT","email templates, software development labs, web developer, web software, website development platform, wordpress app",Venture Capital-Backed,Generating Revenue,Venture Capital,225357-94P,,1,102445-57T,1/1/2015,17.205997603355303,Estimated,-1.0,-1.0,0.0,36.71123722431411,1st Round,0.0,No Categorization,Early Stage VC,Venture Capital,18.2029600523903,Completed,Generating Revenue,Venture Capital-Backed,1.0,1.0,0,29.0,Polish Zloty (PLN),"Wroclaw, Poland",Europe,Eastern Europe,Wroclaw,Poland,2010.0
102508-48T,226577-98,Information Technology,IT Services,Systems and Information Management,"Business/Productivity Software, Systems and Information Management*","Artificial Intelligence & Machine Learning, CloudTech & DevOps, SaaS","automated application analysis, automated performance monitoring, cloudtech and devops, performance monitoring, performance monitoring platform, performance monitoring software, serverless application analysis, serverless application monitoring",Venture Capital-Backed,Generating Revenue,Venture Capital,181225-54P,,1,102508-48T,1/8/2018,4.1,Actual,-1.0,-1.0,0.0,4.1,1st Round,0.0,No Categorization,Seed Round,Venture Capital,4.1,Completed,Generating Revenue,Venture Capital-Backed,3.0,3.0,0,30.0,US Dollars (USD),"Tel Aviv, Israel",Middle East,Middle East,Tel Aviv,Israel,2017.0
125849-89T,226577-98,Information Technology,IT Services,Systems and Information Management,"Business/Productivity Software, Systems and Information Management*","Artificial Intelligence & Machine Learning, CloudTech & DevOps, SaaS","automated application analysis, automated performance monitoring, cloudtech and devops, performance monitoring, performance monitoring platform, performance monitoring software, serverless application analysis, serverless application monitoring",Venture Capital-Backed,Generating Revenue,Venture Capital,181225-54P,,2,125849-89T,1/16/2020,16.0,Actual,-1.0,-1.0,0.0,20.1,2nd Round,0.0,Series A,Early Stage VC,Venture Capital,16.0,Completed,Generating Revenue,Venture Capital-Backed,4.0,2.0,2,30.0,US Dollars (USD),"Tel Aviv, Israel",Middle East,Middle East,Tel Aviv,Israel,2017.0
140058-37T,226577-98,Information Technology,IT Services,Systems and Information Management,"Business/Productivity Software, Systems and Information Management*","Artificial Intelligence & Machine Learning, CloudTech & DevOps, SaaS","automated application analysis, automated performance monitoring, cloudtech and devops, performance monitoring, performance monitoring platform, performance monitoring software, serverless application analysis, serverless application monitoring",Venture Capital-Backed,Generating Revenue,Venture Capital,181225-54P,,3,140058-37T,7/22/2020,10.0,Actual,-1.0,-1.0,0.0,30.1,3rd Round,0.0,No Categorization,Early Stage VC,Venture Capital,10.0,Completed,Generating Revenue,Venture Capital-Backed,4.0,1.0,3,30.0,US Dollars (USD),"Tel Aviv, Israel",Middle East,Middle East,Tel Aviv,Israel,2017.0
102843-19T,226598-50,Information Technology,Software,Business/Productivity Software,Business/Productivity Software*,"CloudTech & DevOps, TMT","cloud management platform, data center management, intelligent service, intelligent service management, intelligent service system, multi-cloud, service management, service management platform",Venture Capital-Backed,Generating Revenue,Venture Capital,241241-23P,,3,102843-19T,3/9/2018,17.205997603355303,Estimated,-1.0,-1.0,0.0,36.71123722431411,3rd Round,0.0,Series B,Early Stage VC,Venture Capital,18.2029600523903,Completed,Generating Revenue,Venture Capital-Backed,4.0,2.0,2,40.0,Chinese Yuan RMB (CNY),"Hangzhou, China",Asia,East Asia,Hangzhou,China,2014.0
156342-88T,226598-50,Information Technology,Software,Business/Productivity Software,Business/Productivity Software*,"CloudTech & DevOps, TMT","cloud management platform, data center management, intelligent service, intelligent service management, intelligent service system, multi-cloud, service management, service management platform",Venture Capital-Backed,Generating Revenue,Venture Capital,241241-23P,,1,156342-88T,7/30/2015,17.205997603355303,Estimated,-1.0,-1.0,0.0,36.71123722431411,1st Round,0.0,No Categorization,Seed Round,Venture Capital,18.2029600523903,Completed,Startup,Venture Capital-Backed,1.0,1.0,0,40.0,Chinese Yuan RMB (CNY),"Hangzhou, China",Asia,East Asia,Hangzhou,China,2014.0
156343-06T,226598-50,Information Technology,Software,Business/Productivity Software,Business/Productivity Software*,"CloudTech & DevOps, TMT","cloud management platform, data center management, intelligent service, intelligent service management, intelligent service system, multi-cloud, service management, service management platform",Venture Capital-Backed,Generating Revenue,Venture Capital,241241-23P,,2,156343-06T,8/21/2015,17.205997603355303,Estimated,-1.0,-1.0,0.0,36.71123722431411,2nd Round,0.0,No Categorization,Early Stage VC,Venture Capital,18.2029600523903,Completed,Startup,Venture Capital-Backed,1.0,1.0,0,40.0,Chinese Yuan RMB (CNY),"Hangzhou, China",Asia,East Asia,Hangzhou,China,2014.0
156343-33T,226598-50,Information Technology,Software,Business/Productivity Software,Business/Productivity Software*,"CloudTech & DevOps, TMT","cloud management platform, data center management, intelligent service, intelligent service management, intelligent service system, multi-cloud, service management, service management platform",Venture Capital-Backed,Generating Revenue,Venture Capital,241241-23P,,4,156343-33T,9/17/2020,17.205997603355303,Estimated,-1.0,-1.0,0.0,36.71123722431411,4th Round,0.0,Series C1,Later Stage VC,Venture Capital,18.2029600523903,Completed,Generating Revenue,Venture Capital-Backed,3.0,1.0,2,40.0,Chinese Yuan RMB (CNY),"Hangzhou, China",Asia,East Asia,Hangzhou,China,2014.0
134522-47T,226691-65,Information Technology,Software,Software Development Applications,"Network Management Software, Software Development Applications*","CloudTech & DevOps, SaaS","coding software, development suites, enterprise software, remote access control, remote access server, software development suites",Venture Capital-Backed,Generating Revenue,Venture Capital,196298-92P,,3,134522-47T,5/7/2020,30.0,Actual,150.0,180.0,16.67,44.78,3rd Round,4.46,Series B,Later Stage VC,Venture Capital,30.0,Completed,Generating Revenue,Venture Capital-Backed,5.0,2.0,3,69.0,US Dollars (USD),"Austin, TX",Americas,North America,Austin,United States,2017.0
118933-93T,226691-65,Information Technology,Software,Software Development Applications,"Network Management Software, Software Development Applications*","CloudTech & DevOps, SaaS","coding software, development suites, enterprise software, remote access control, remote access server, software development suites",Venture Capital-Backed,Generating Revenue,Venture Capital,196298-92P,,2,118933-93T,5/3/2019,10.28,Actual,29.0,39.28,26.17,14.78,2nd Round,6.38,Series A,Early Stage VC,Venture Capital,10.28,Completed,Generating Revenue,Venture Capital-Backed,2.0,1.0,1,69.0,US Dollars (USD),"Austin, TX",Americas,North America,Austin,United States,2017.0
113192-47T,226691-65,Information Technology,Software,Software Development Applications,"Network Management Software, Software Development Applications*","CloudTech & DevOps, SaaS","coding software, development suites, enterprise software, remote access control, remote access server, software development suites",Venture Capital-Backed,Generating Revenue,Venture Capital,196298-92P,,1,113192-47T,11/8/2018,4.5,Actual,6.7,11.2,50.84,4.5,1st Round,3.02,No Categorization,Seed Round,Venture Capital,4.5,Completed,Generating Revenue,Venture Capital-Backed,10.0,10.0,0,69.0,US Dollars (USD),"Austin, TX",Americas,North America,Austin,United States,2017.0
102801-88T,226746-19,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Other Commercial Services","Artificial Intelligence & Machine Learning, Big Data, CloudTech & DevOps, Cryptocurrency/Blockchain","artificial intelligence, artificial intelligence infrastructure, artificial intelligence platform, blockchain hosting, cryptocurrency mining, cryptocurrency mining colocation, cryptocurrency mining service, data center buildouts, digital currency, mining colocation",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",181621-00P,"Massachusetts Institute of Technology (MIT), BS (Bachelor of Science); University of California, Los Angeles (UCLA), JD (Doctor of Law)",1,102801-88T,12/10/2017,10.0,Actual,-1.0,-1.0,0.0,10.0,1st Round,0.0,No Categorization,Seed Round,Individual,10.0,Completed,Startup,Angel-Backed,0.0,0.0,0,87.0,US Dollars (USD),"Bellevue, WA",Americas,North America,Bellevue,United States,2017.0
113010-31T,226746-19,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Other Commercial Services","Artificial Intelligence & Machine Learning, Big Data, CloudTech & DevOps, Cryptocurrency/Blockchain","artificial intelligence, artificial intelligence infrastructure, artificial intelligence platform, blockchain hosting, cryptocurrency mining, cryptocurrency mining colocation, cryptocurrency mining service, data center buildouts, digital currency, mining colocation",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",188730-91P,"Massachusetts Institute of Technology (MIT), BS (Bachelor of Science); University of California, Los Angeles (UCLA), JD (Doctor of Law)",2,113010-31T,12/18/2018,62.0,Actual,-1.0,-1.0,0.0,72.0,2nd Round,0.0,No Categorization,Early Stage VC,Venture Capital,62.0,Completed,Generating Revenue,Venture Capital-Backed,0.0,0.0,0,87.0,US Dollars (USD),"Bellevue, WA",Americas,North America,Bellevue,United States,2017.0
117655-84T,226746-19,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Other Commercial Services","Artificial Intelligence & Machine Learning, Big Data, CloudTech & DevOps, Cryptocurrency/Blockchain","artificial intelligence, artificial intelligence infrastructure, artificial intelligence platform, blockchain hosting, cryptocurrency mining, cryptocurrency mining colocation, cryptocurrency mining service, data center buildouts, digital currency, mining colocation",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",188730-91P,"Massachusetts Institute of Technology (MIT), BS (Bachelor of Science); University of California, Los Angeles (UCLA), JD (Doctor of Law)",3,117655-84T,2/1/2019,46.0,Actual,-1.0,-1.0,0.0,118.0,3rd Round,0.0,Series A,Early Stage VC,Venture Capital,46.0,Completed,Generating Revenue,Failed Transaction (VC),0.0,0.0,0,87.0,US Dollars (USD),"Bellevue, WA",Americas,North America,Bellevue,United States,2017.0
