Deal ID,Company ID,Primary Industry Sector,Primary Industry Group,Primary Industry Code,All Industries,Verticals,Keywords,Current Financing Status,Current Business Status,Universe,CEO PBId,CEO Education,Deal No.,Deal ID.1,Deal Date,Deal Size,Deal Size Status,Pre-money Valuation,Post Valuation,% Acquired,Raised to Date,VC Round,Price per Share,Series,Deal Type,Deal Class,Total Invested Equity,Deal Status,Business Status,Financing Status,# Investors,# New Investors,# Follow-on Investors,Current Employees,Native Currency of Deal,HQ Location,HQ Global Region,HQ Global Sub Region,Company City,Company Country,Year Founded
109784-89T,226767-70,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Enterprise Systems (Healthcare), Other Healthcare Technology Systems","CloudTech & DevOps, TMT","enterprise platform developer, enterprise platform provider, enterprise platform software, ethereum application, healthcare data management",Venture Capital-Backed,Generating Revenue,Venture Capital,190536-22P,,1,109784-89T,1/1/2018,0.12,Actual,-1.0,0.33,6.0,0.12,No Round,0.0,No Categorization,Accelerator/Incubator,Other,0.02,Completed,Generating Revenue,Accelerator/Incubator Backed,1.0,1.0,0,40.0,US Dollars (USD),"Bangkok, Thailand",Asia,Southeast Asia,Bangkok,Thailand,2017.0
109785-16T,226767-70,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Enterprise Systems (Healthcare), Other Healthcare Technology Systems","CloudTech & DevOps, TMT","enterprise platform developer, enterprise platform provider, enterprise platform software, ethereum application, healthcare data management",Venture Capital-Backed,Generating Revenue,Venture Capital,190536-40P,,3,109785-16T,8/13/2018,0.32,Actual,-1.0,-1.0,0.0,25.12,No Round,0.0,No Categorization,Product Crowdfunding,Individual,18.2029600523903,Completed,Generating Revenue,Accelerator/Incubator Backed,0.0,0.0,0,40.0,US Dollars (USD),"Bangkok, Thailand",Asia,Southeast Asia,Bangkok,Thailand,2017.0
125684-29T,226767-70,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Enterprise Systems (Healthcare), Other Healthcare Technology Systems","CloudTech & DevOps, TMT","enterprise platform developer, enterprise platform provider, enterprise platform software, ethereum application, healthcare data management",Venture Capital-Backed,Generating Revenue,Venture Capital,190536-40P,,4,125684-29T,1/1/2019,17.205997603355303,Estimated,-1.0,-1.0,0.0,25.12,1st Round,0.0,No Categorization,Early Stage VC,Venture Capital,18.2029600523903,Completed,Generating Revenue,Venture Capital-Backed,4.0,4.0,0,40.0,Thai Bhat (THB),"Bangkok, Thailand",Asia,Southeast Asia,Bangkok,Thailand,2017.0
103024-36T,226869-49,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Software Development Applications","CloudTech & DevOps, SaaS, TMT","operations management service, product launching service, product management tool, product operations management, production management system",Venture Capital-Backed,Generating Revenue,Venture Capital,181927-90P,,1,103024-36T,3/20/2018,0.12,Actual,1.59,1.71,7.0,0.12,No Round,0.0,No Categorization,Accelerator/Incubator,Other,0.12,Completed,Generating Revenue,Accelerator/Incubator Backed,1.0,1.0,0,2.0,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,United States,2017.0
104942-98T,226869-49,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Software Development Applications","CloudTech & DevOps, SaaS, TMT","operations management service, product launching service, product management tool, product operations management, production management system",Venture Capital-Backed,Generating Revenue,Venture Capital,181927-90P,,2,104942-98T,4/9/2018,17.205997603355303,Estimated,-1.0,-1.0,0.0,0.12,1st Round,0.0,No Categorization,Early Stage VC,Venture Capital,18.2029600523903,Completed,Generating Revenue,Venture Capital-Backed,3.0,3.0,0,2.0,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,United States,2017.0
134466-13T,226917-19,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Database Software, Systems and Information Management","CloudTech & DevOps, SaaS, TMT","data insights analysis, data insights software, development operation technology, devops cloud tool, devops monitoring, devops technology, devops tools",Venture Capital-Backed,Generating Revenue,Venture Capital,182066-77P,,2,134466-13T,6/9/2020,7.89,Actual,-1.0,-1.0,0.0,10.89,2nd Round,0.0,No Categorization,Seed Round,Venture Capital,7.89,Completed,Generating Revenue,Venture Capital-Backed,6.0,3.0,3,14.0,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,United States,2016.0
115549-57T,227010-61,Information Technology,Software,Automation/Workflow Software,"Automation/Workflow Software*, Business/Productivity Software","Artificial Intelligence & Machine Learning, Big Data, CloudTech & DevOps, TMT","digital work, machine learning system, metadata server, robotics process automation, work automation",Venture Capital-Backed,Generating Revenue,Venture Capital,182228-68P,,2,115549-57T,10/1/2018,1.66,Actual,4.84,6.5,25.58,1.76,1st Round,0.61,No Categorization,Early Stage VC,Venture Capital,1.66,Completed,Generating Revenue,Venture Capital-Backed,1.0,1.0,0,2.0,British Pounds (GBP),"London, United Kingdom",Europe,Western Europe,London,United Kingdom,2018.0
103226-32T,227010-61,Information Technology,Software,Automation/Workflow Software,"Automation/Workflow Software*, Business/Productivity Software","Artificial Intelligence & Machine Learning, Big Data, CloudTech & DevOps, TMT","digital work, machine learning system, metadata server, robotics process automation, work automation",Venture Capital-Backed,Generating Revenue,Venture Capital,182228-68P,,1,103226-32T,3/22/2018,0.1,Estimated,-1.0,-1.0,9.0,0.1,No Round,0.0,No Categorization,Accelerator/Incubator,Other,0.1,Completed,Generating Revenue,Accelerator/Incubator Backed,1.0,1.0,0,2.0,US Dollars (USD),"London, United Kingdom",Europe,Western Europe,London,United Kingdom,2018.0
111040-93T,227013-13,Healthcare,Healthcare Devices and Supplies,Monitoring Equipment,"Monitoring Equipment*, Software Development Applications","Artificial Intelligence & Machine Learning, Big Data, CloudTech & DevOps","emotional state discovery, emotions tracking, medical innovation, mental health system, neuroscience tools",Venture Capital-Backed,Generating Revenue,Venture Capital,182237-86P,"Cambridge University, Ph.D. (Doctor of Philosophy); University College London, MA (Master of Arts)",2,111040-93T,8/17/2018,0.62,Actual,2.82,3.44,18.09,0.67,1st Round,3.26,No Categorization,Early Stage VC,Venture Capital,0.62,Completed,Generating Revenue,Venture Capital-Backed,1.0,1.0,0,9.0,British Pounds (GBP),"London, United Kingdom",Europe,Western Europe,London,United Kingdom,2017.0
103233-07T,227013-13,Healthcare,Healthcare Devices and Supplies,Monitoring Equipment,"Monitoring Equipment*, Software Development Applications","Artificial Intelligence & Machine Learning, Big Data, CloudTech & DevOps","emotional state discovery, emotions tracking, medical innovation, mental health system, neuroscience tools",Venture Capital-Backed,Generating Revenue,Venture Capital,182237-86P,"Cambridge University, Ph.D. (Doctor of Philosophy); University College London, MA (Master of Arts)",1,103233-07T,3/22/2018,0.05,Actual,0.55,0.6,8.89,0.05,No Round,61.5,No Categorization,Accelerator/Incubator,Other,0.05,Completed,Generating Revenue,Accelerator/Incubator Backed,1.0,1.0,0,9.0,US Dollars (USD),"London, United Kingdom",Europe,Western Europe,London,United Kingdom,2017.0
116266-51T,227013-13,Healthcare,Healthcare Devices and Supplies,Monitoring Equipment,"Monitoring Equipment*, Software Development Applications","Artificial Intelligence & Machine Learning, Big Data, CloudTech & DevOps","emotional state discovery, emotions tracking, medical innovation, mental health system, neuroscience tools",Venture Capital-Backed,Generating Revenue,Venture Capital,182237-86P,"Cambridge University, Ph.D. (Doctor of Philosophy); University College London, MA (Master of Arts)",3,116266-51T,10/23/2018,0.06,Actual,-1.0,-1.0,0.0,0.67,No Round,0.0,No Categorization,Grant,Other,18.2029600523903,Completed,Generating Revenue,Venture Capital-Backed,1.0,1.0,0,9.0,Euros (EUR),"London, United Kingdom",Europe,Western Europe,London,United Kingdom,2017.0
124363-09T,227013-13,Healthcare,Healthcare Devices and Supplies,Monitoring Equipment,"Monitoring Equipment*, Software Development Applications","Artificial Intelligence & Machine Learning, Big Data, CloudTech & DevOps","emotional state discovery, emotions tracking, medical innovation, mental health system, neuroscience tools",Venture Capital-Backed,Generating Revenue,Venture Capital,182237-86P,"Cambridge University, Ph.D. (Doctor of Philosophy); University College London, MA (Master of Arts)",5,124363-09T,9/17/2019,17.205997603355303,Estimated,-1.0,-1.0,0.0,0.67,3rd Round,0.0,No Categorization,Early Stage VC,Venture Capital,18.2029600523903,Completed,Generating Revenue,Venture Capital-Backed,1.0,1.0,0,9.0,British Pounds (GBP),"London, United Kingdom",Europe,Western Europe,London,United Kingdom,2017.0
125311-96T,227013-13,Healthcare,Healthcare Devices and Supplies,Monitoring Equipment,"Monitoring Equipment*, Software Development Applications","Artificial Intelligence & Machine Learning, Big Data, CloudTech & DevOps","emotional state discovery, emotions tracking, medical innovation, mental health system, neuroscience tools",Venture Capital-Backed,Generating Revenue,Venture Capital,182237-86P,"Cambridge University, Ph.D. (Doctor of Philosophy); University College London, MA (Master of Arts)",4,125311-96T,7/24/2019,17.205997603355303,Estimated,-1.0,-1.0,0.0,0.67,2nd Round,0.0,No Categorization,Seed Round,Venture Capital,18.2029600523903,Completed,Generating Revenue,Venture Capital-Backed,1.0,1.0,0,9.0,British Pounds (GBP),"London, United Kingdom",Europe,Western Europe,London,United Kingdom,2017.0
125914-87T,227015-74,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, IT Consulting and Outsourcing","Artificial Intelligence & Machine Learning, Big Data, CloudTech & DevOps, SaaS, TMT","artificial intelligence technology, big data platform, deep learning engine, machine learning platform, prediction accuracy",Venture Capital-Backed,Generating Revenue,Venture Capital,182242-36P,,2,125914-87T,11/6/2019,15.0,Actual,30.0,45.0,33.33,20.0,2nd Round,2.48,No Categorization,Seed Round,Venture Capital,15.0,Completed,Generating Revenue,Venture Capital-Backed,5.0,4.0,1,29.0,US Dollars (USD),"Somerville, MA",Americas,North America,Somerville,United States,2017.0
103235-95T,227015-74,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, IT Consulting and Outsourcing","Artificial Intelligence & Machine Learning, Big Data, CloudTech & DevOps, SaaS, TMT","artificial intelligence technology, big data platform, deep learning engine, machine learning platform, prediction accuracy",Venture Capital-Backed,Generating Revenue,Venture Capital,182242-36P,,1,103235-95T,3/23/2018,5.0,Actual,-1.0,-1.0,0.0,5.0,1st Round,0.0,No Categorization,Seed Round,Venture Capital,5.0,Completed,Generating Revenue,Venture Capital-Backed,1.0,1.0,0,29.0,US Dollars (USD),"Somerville, MA",Americas,North America,Somerville,United States,2017.0
127219-33T,227046-61,Information Technology,Software,Communication Software,"Application Software, Communication Software*","CloudTech & DevOps, Mobile, TMT","team collaboration software, team communication platform, team messaging application",Angel-Backed,Generating Revenue,Pre-venture,104127-49P,"International Baccalaureate, 2010, Graphic Design",2,127219-33T,6/18/2015,1.09,Actual,6.84,7.92,13.71,2.38,Angel,337.24,No Categorization,Angel (individual),Individual,1.09,Completed,Startup,Angel-Backed,0.0,0.0,0,40.0,British Pounds (GBP),"Cheltenham, United Kingdom",Europe,Western Europe,Cheltenham,United Kingdom,2014.0
103289-23T,227046-61,Information Technology,Software,Communication Software,"Application Software, Communication Software*","CloudTech & DevOps, Mobile, TMT","team collaboration software, team communication platform, team messaging application",Angel-Backed,Generating Revenue,Pre-venture,104127-49P,"International Baccalaureate, 2010, Graphic Design",5,103289-23T,1/12/2018,0.32,Actual,2.45,2.77,11.4,3.45,No Round,0.59,No Categorization,Equity Crowdfunding,Individual,0.32,Completed,Generating Revenue,Angel-Backed,0.0,0.0,0,40.0,British Pounds (GBP),"Cheltenham, United Kingdom",Europe,Western Europe,Cheltenham,United Kingdom,2014.0
127219-96T,227046-61,Information Technology,Software,Communication Software,"Application Software, Communication Software*","CloudTech & DevOps, Mobile, TMT","team collaboration software, team communication platform, team messaging application",Angel-Backed,Generating Revenue,Pre-venture,104127-49P,"International Baccalaureate, 2010, Graphic Design",3,127219-96T,8/9/2016,0.38,Actual,2.12,2.5,15.27,2.76,Angel,84.31,No Categorization,Angel (individual),Individual,0.38,Completed,Startup,Angel-Backed,0.0,0.0,0,40.0,British Pounds (GBP),"Cheltenham, United Kingdom",Europe,Western Europe,Cheltenham,United Kingdom,2014.0
127222-57T,227046-61,Information Technology,Software,Communication Software,"Application Software, Communication Software*","CloudTech & DevOps, Mobile, TMT","team collaboration software, team communication platform, team messaging application",Angel-Backed,Generating Revenue,Pre-venture,104127-49P,"International Baccalaureate, 2010, Graphic Design",4,127222-57T,9/22/2017,0.69,Actual,1.03,1.71,40.04,3.45,Angel,41.97,No Categorization,Angel (individual),Individual,0.69,Completed,Startup,Angel-Backed,0.0,0.0,0,40.0,British Pounds (GBP),"Cheltenham, United Kingdom",Europe,Western Europe,Cheltenham,United Kingdom,2014.0
123968-44T,227393-92,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, SaaS, TMT","domain hosting, javascript framework, javascript testing, progressive web app, static website design, web application developer",Venture Capital-Backed,Generating Revenue,Venture Capital,183167-83P,,2,123968-44T,3/26/2019,15.0,Actual,50.0,65.0,23.08,18.8,2nd Round,2.68,Series A,Early Stage VC,Venture Capital,15.0,Completed,Generating Revenue,Venture Capital-Backed,7.0,3.0,4,78.0,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,United States,2015.0
